eid,title,bucket,new_decision,reason_category
2-s2.0-105020783248,Traditional Processing and Digital Transition MWK – Mobile Wall Kerfing,not_facade_other,exclude,not_facade
2-s2.0-105012241596,An Adaptive Envelope Orthogonal Sparsity Matching Method for Rolling Bearing Transient Feature Enhancement,static_other,exclude,facade_no_movement
2-s2.0-105005327434,Enhanced Adaptive Prescribed Performance Constrained Control With Safe Dynamic Envelope for Input-Saturated Nonlinear System,control_of_static,exclude,facade_no_movement
2-s2.0-105024853067,Comparative assessment of thermal comfort and energy performance in current and prototype school buildings in Erbil’s hot semiarid climate,static_other,exclude,facade_no_movement
2-s2.0-85215763538,Formation of the principles of tectonics of modern architectural forms,static_other,exclude,facade_no_movement
2-s2.0-85200792993,Synergistic Strategies: Comparing Energy Performance in Climate-Adaptive Building Envelopes for Iran's Cold Semi-Arid Climate,static_other,exclude,facade_no_movement
2-s2.0-85213206200,Optimization of the Dynamic External Shading Control for Railway Stations in China Based on Energy Use Intensity (EUI) of Lighting and HVAC Systems,control_of_static,exclude,facade_no_movement
2-s2.0-85211459958,Application of Biomimetic Strategies in Building Envelope Design for Water Harvesting,static_other,exclude,facade_no_movement
2-s2.0-85212765623,Parametric Optimization Approach to Evaluate Dynamic Shading Within Double-Skin Insulated Glazed Units for Multi-Criteria Daylighting Performance in Tropics,dsf_static,exclude,facade_no_movement
2-s2.0-85208287543,Effectiveness of a dynamic living wall system of plants on indoor thermal environment in summer - An experimental study,static_other,exclude,facade_no_movement
2-s2.0-85206235983,Machine-learning to analyze human-building interactions: How do people use mobile solar protections?,static_other,exclude,facade_no_movement
2-s2.0-85205930214,An adaptive architecture for strategic Enhancement of energy yield in shading sensitive Building-Applied Photovoltaic systems under Real-Time environments,static_other,exclude,facade_no_movement
2-s2.0-85211821645,The Development of an Advanced Facade Map: An Evolving Resource for Documenting Case Studies,static_other,exclude,facade_no_movement
2-s2.0-85211806010,Dynamic Window Technologies for Energy Efficiency in Condominiums in Tropical Climates,static_other,exclude,facade_no_movement
2-s2.0-85210399097,Performance Analysis of Dynamic Building-Integrated Photovoltaic Shading System for High Technology Readiness Level Validation,static_other,exclude,facade_no_movement
2-s2.0-85203595360,Wind-Induced Dynamic Behavior of Single-Skin Curtain-Wall System: A Comparative Numerical Study,static_other,exclude,facade_no_movement
2-s2.0-85205445635,Optimization Method for the Deployment Route of Generalized Scissor Linkages,movable_possible->include,include,
2-s2.0-105037767672,Architecture as index: Precarity in Payatas,not_facade_other,exclude,not_facade
2-s2.0-85205309418,Biomimetic design synthesis and digital optimization of building shading skin: A novel conceptual framework for enhanced energy efficiency,static_other,exclude,facade_no_movement
2-s2.0-85206247474,Performance of BIPV system under partial shading condition,static_other,exclude,facade_no_movement
2-s2.0-85204058100,Building performance modelling approaches for a detached vertical green trellis: A case study in a tropical climate,static_other,exclude,facade_no_movement
2-s2.0-85206684932,Adaptive shading: How microclimates and surface types amplify tree cooling effects?,static_other,exclude,facade_no_movement
2-s2.0-105018429412,Biomimetic architecture: exploring adaptive facades inspired by nature,static_other,exclude,facade_no_movement
2-s2.0-85206446952,'Golden Ratio Yoshimura' for meta-stable and massively reconfigurable deployment,movable_possible->include,include,
2-s2.0-85196763817,"An integrated design methodology for extrinsic adaptive façades – Process model, standards, and case study",static_other,exclude,facade_no_movement
2-s2.0-85207964682,Influence of Italian Climatic Conditions on Performance of a 3D Printed Building Second-Skin Façade with 20% Gyroid Filling: Simulation Assessment,static_other,exclude,facade_no_movement
2-s2.0-85197311150,Network-secure aggregator operating regions with flexible dispatch envelopes in unbalanced systems,static_other,exclude,facade_no_movement
2-s2.0-85209090515,NONLINEAR DYNAMIC ANALYSIS OF WIND ACTIONS ON A CABLE-STAYED GLASS FAÇADE SYSTEM,static_other,exclude,facade_no_movement
2-s2.0-85205219955,A Framework for Adaptive Façade Optimization Design Based on Building Envelope Performance Characteristics,static_other,exclude,facade_no_movement
2-s2.0-85197624699,Mastering complexity in Life Cycle Assessment for product development: Evaluating the impacts of adaptive façades,static_other,exclude,facade_no_movement
2-s2.0-85205041712,Biomimetic Adaptive Building Façade Modeling for Sustainable Urban Freshwater Ecosystems: Integration of Nature’s Water-Harvesting Strategy into Sun-Breakers,static_other,exclude,facade_no_movement
2-s2.0-85199407952,Climate-responsive building façade design: Inspirations from historic buildings in semi-cold climate zone,static_other,exclude,facade_no_movement
2-s2.0-85203627729,Building Facade-Completion Network Based on Dynamic Convolutional GAN,static_other,exclude,facade_no_movement
2-s2.0-85204735589,Street Puppet Theatre Shows on the Façades of Commercial Buildings as a Novel Stimulator for Social Gatherings in Smart Cities,static_other,exclude,facade_no_movement
2-s2.0-85206009826,EFFECT OF A BEE-INSPIRED ADAPTIVE ENVELOPE ON EXISTING ADMINISTRATIVE BUILDING IN A SEMI-ARID CLIMATE,insufficient_info,exclude,insufficient_info
2-s2.0-85198328600,Evaluating the impact of high-resolution irradiation data on the daylight performance assessment of adaptive solar shading systems,static_other,exclude,facade_no_movement
2-s2.0-85198028654,Control algorithm for dynamic solar shadings: A simulation study for office buildings based on ISO 52016-3,control_of_static,exclude,facade_no_movement
2-s2.0-85195181008,Modeling the thermally adaptive performance of building exterior walls with linear temperature-dependent thermal conductivity,movable_possible->include,include,
2-s2.0-85203747617,The compatibility of thermal and acoustic insulation in the façades external renovation in residential buildings,static_other,exclude,facade_no_movement
2-s2.0-85202470326,Integrated Dynamic Photovoltaic Facade for Enhanced Building Comfort and Energy Efficiency,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85191238297,A simulation-based performance evaluation of new generation dynamic shading devices with multi-objective optimization,static_other,exclude,facade_no_movement
2-s2.0-85193508532,A New Dynamic and Vertical Photovoltaic Integrated Building Envelope for High-Rise Glaze-Facade Buildings,control_of_static,exclude,facade_no_movement
2-s2.0-85196655882,Longitudinal dynamic envelope solution and transition path optimization based on reachability analysis for fixed-wing VTOL UAVs,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85190986013,"Development of ReShadS, a climate-responsive shading system: Conception, design, fabrication, and small-scale testing",static_other,exclude,facade_no_movement
2-s2.0-85209787539,The development of a Modular Adaptive Facade System Based on Pre-Calculated Light Values Through Parametric Models and Real-Time Light Sensors,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85193234126,From layer to building: Multiscale modeling of thermo-optical properties in 3D-printed facades,static_other,exclude,facade_no_movement
2-s2.0-85189759893,Optimizing a courtyard microclimate with adaptable shading and evaporative cooling in a hot mediterranean climate,static_other,exclude,facade_no_movement
2-s2.0-85198326903,ENHANCING ENERGY EFFICIENCY IN GLASS FACADES THROUGH BIOMIMETIC DESIGN STRATEGIES,static_other,exclude,facade_no_movement
2-s2.0-85197406007,SIMULATION STUDY ON DYNAMIC ENVELOPE AND INTERFERENCE CHECK OF STITCH WIRE,static_other,exclude,facade_no_movement
2-s2.0-85194848236,The Adaptive Architectural Layout: How the Control of a Semi-Autonomous Mobile Robotic Partition was Shared to Mediate the Environmental Demands and Resources of an Open-Plan Ofice,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85193480312,"Energetic advantages and well-being improvement for building occupants, connected to dynamic building envelope solutions, with special focus on intelligent solar shading and ventilative cooling of NZEB and ZEB buildings",static_other,exclude,facade_no_movement
2-s2.0-85162678127,Contextualized computations: a multi-objective optimization approach for designing contextually responsive building envelopes,static_other,exclude,facade_no_movement
2-s2.0-85185193593,A simulation-based workflow to calculate overall thermal transfer value when implementing daylighting-oriented shading control,static_other,exclude,facade_no_movement
2-s2.0-85194395337,"Analysis and Visualisation of Large Scale Life Cycle Assessment Results: A Case Study on an Adaptive, Multilayer Membrane Façade",static_other,exclude,facade_no_movement
2-s2.0-85187241288,Thermal performance of an advanced smart fenestration systems for low-energy buildings,chromogenic,exclude,facade_no_movement
2-s2.0-85184472885,From Flora to Solar Adaptive Facades: Integrating Plant-Inspired Design with Photovoltaic Technologies,static_other,exclude,facade_no_movement
2-s2.0-105023670194,Performance Based Dynamic Shading Module: Exploring fold adaptive mechanisms for tropical office façades,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-105023678013,Climate Resilient Vertical Green Façades: Shading Strategies for Vegetation on Building Skins,insufficient_info,exclude,insufficient_info
2-s2.0-85217174703,DYNAMIC INSULATED SHUTTER SYSTEM FOR A DOUBLE-LAYER BUILDING FAÇADE: A CASE STUDY WITH PHYSICAL PROTOTYPE,insufficient_info,exclude,insufficient_info
2-s2.0-85190757691,Application Potential Analysis of a New Dynamic Building Envelope in Public Buildings,static_other,exclude,facade_no_movement
2-s2.0-85207651884,Deterministic Sizing of Integrated Facade Nodes for Smart Buildings,static_other,exclude,facade_no_movement
2-s2.0-105012247816,Implementing Adaptive Responsive Facade to Achieve Sustainable Design,insufficient_info,exclude,insufficient_info
2-s2.0-85189613424,Technology to Build Architecture: Application of Adaptive Facade on a New Multifunctional Arena,static_other,exclude,facade_no_movement
2-s2.0-105012253120,"Strategies to Revive External Adaptive Shading Systems for Residential Architecture: A study based on Literature, Questionnaire and Observed Examples from Delhi",insufficient_info,exclude,insufficient_info
2-s2.0-85210040944,Quantum potential energy: Adaptive facades in architecture,static_other,exclude,facade_no_movement
2-s2.0-85202443656,Parametric Design of an Adaptive Shading Solution for an Overheated Residential High-Rise: A Digital Fabrication Approach,static_other,exclude,facade_no_movement
2-s2.0-85211894520,Optimizing Integrated Shading Device and Light Shelf for Daylight Performance and Visual Comfort in Architecture Studio,static_other,exclude,facade_no_movement
2-s2.0-85210884603,Enhanced Building Energy Efficiency by a Novel Dynamic Photovoltaic-integrated Shading Device (PVSD),insufficient_info,exclude,insufficient_info
2-s2.0-105023699133,Bio-HNV: Bio-based Humidity-responsive Night Ventilation for climate resilience: A new generation of responsive building skin for passive cooling,insufficient_info,exclude,insufficient_info
2-s2.0-105023708616,Predicting annual hourly daylight performance of buildings using Conditional Generative Adversarial Network (cGAN),insufficient_info,exclude,insufficient_info
2-s2.0-105027921914,SEISMIC RESPONSE OF THE CABLE-SUPPORTED GLASS FACADES BETWEEN ADJACENT STRUCTURES,static_other,exclude,facade_no_movement
2-s2.0-85211811073,Enhancement of an Adaptive Building-Skin System for Local and Remote Multi-Modal Operation,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85217350242,Thermo Bi-Metal: A Sustainable Biomaterial for Breathing Façade,static_other,exclude,facade_no_movement
2-s2.0-85218343194,Partial Shading Effect Minimization in a PV Array using Shading Behaviour based Adaptive Reconfiguration Algorithm,static_other,exclude,facade_no_movement
2-s2.0-105000064557,Beyond Water: Step Wells and Community Hydraulics in Modern India,static_other,exclude,facade_no_movement
2-s2.0-85210237201,Aspen Leaves as a Biological Role Model for a Triboelectric Wind Energy Harvesting Building Facade System: Generating Power Through the Movement of Leaves in the Wind,insufficient_info,exclude,insufficient_info
2-s2.0-85213308925,Optimizing Building Envelope Features: Towards Climate Responsive Energy Efficient Buildings in Hot Climates,static_other,exclude,facade_no_movement
2-s2.0-85198368003,Biomimicry in Smart City Building Skins: A Nature-Inspired Approach to Urban Energy Efficiency,static_other,exclude,facade_no_movement
2-s2.0-85217005648,Unlocking the Potential of Building Envelopes: Sustainable and People-Centered Approach to Reduce the Environmental Footprint of the Built Environment,static_other,exclude,facade_no_movement
2-s2.0-85211597558,Application of Ladybug Tool on Building-Installed PV Reconfiguration Under Partial Shading Condition,static_other,exclude,facade_no_movement
2-s2.0-85183349906,"Sensitivity analysis of sensor placement in energy-efficient, grid-interactive ready small office buildings with dynamic shading and lighting control",movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85189561696,AI-Based Models in Support of Human-Centric Indoor Environment Design: Towards Climate-Adaptive Façade Design Integrating Occupant Satisfaction,control_of_static,exclude,facade_no_movement
2-s2.0-85171674552,A design methodology to consider occupants’ spatial adjustment and manage view content in adaptive façade design for improving visual comfort,static_other,exclude,facade_no_movement
2-s2.0-85188660981,An Experimental Framework to Measure Dynamic Thermal Resilience of Wall Panels under Extreme Weather Conditions,static_other,exclude,facade_no_movement
2-s2.0-85198450166,Influence of Sandwich Panels as Building Envelope on the Nonlinear Dynamic Response of an Industrial Steel Structure,static_other,exclude,facade_no_movement
2-s2.0-105027925874,SEISMIC VULNERABILTY OF MASONRY CHURCH FACADES,static_other,exclude,facade_no_movement
2-s2.0-105000576167,Thermal Performance of Building Envelopes,pcm_thermal,exclude,facade_no_movement
2-s2.0-85196731286,"3D PRINTING SELF-SHADING WALL STRUCTURE WITH EARTH: Enhancing thermal properties in Earthen Architecture through Computational tool path design, inspired by nature & vernacular architecture",insufficient_info,exclude,insufficient_info
2-s2.0-85187140211,Biomimetic design of building facades: an evolutionary-based computational approach inspired by elephant skin for cooling in hot and humid climates,static_other,exclude,facade_no_movement
2-s2.0-85207102947,A dynamic envelope extraction method of spacecraft parameters based on improved curve matching search,not_facade_other,exclude,not_facade
2-s2.0-85177043703,A Hybrid Deployable Vault Structure by Coupling Origami Folded Plates with a Scissors – Four Bar Linkage Frame,movable_possible->include,include,
2-s2.0-85217816030,MULTI-OBJECTIVE OPTIMIZATION OF BUILDING ENVELOPE FOR DAYLIGHT AND ENERGY PERFORMANCE IN HOT AND DRY INDIAN CLIMATE,static_other,exclude,facade_no_movement
2-s2.0-85206218148,"Multi-objective Optimization for Visual, Thermal, and Energy Performance of Glazing and Shading Assemblies in Temperate Climate Zone of India",static_other,exclude,facade_no_movement
2-s2.0-85172272241,Example-based dynamic façade design using the facade daylighting performance improvement (FDPI) indicator,static_other,exclude,facade_no_movement
2-s2.0-85177649709,A conceptual design of circular adaptive façade module for reuse,static_other,exclude,facade_no_movement
2-s2.0-85177607076,Draw to shade: A personalized daylighting regulation method through user-involved paintings for enhanced indoor visual comfort and aesthetics experience,static_other,exclude,facade_no_movement
2-s2.0-85171480738,A novel building envelope combined with jumping-droplet thermal diode: From theory to practice,static_other,exclude,facade_no_movement
2-s2.0-85178051226,Hygrothermal Assessment of a Façade with ETICS Using Dynamic Monitoring and Numerical Simulation in a Real Case Study,static_other,exclude,facade_no_movement
2-s2.0-85178344728,Optimising Daylight and Ventilation Performance: A Building Envelope Design Methodology,static_other,exclude,facade_no_movement
2-s2.0-85199235039,Process-Oriented Design Methodologies Inspired by Tropical Plants,static_other,exclude,facade_no_movement
2-s2.0-85170405680,Combining point cloud and surface methods for modeling partial shading impacts of trees on urban solar irradiance,static_other,exclude,facade_no_movement
2-s2.0-85179158560,"Sustainability, through passive solar building envelope design, based on the principles of bioinspiration.",static_other,exclude,facade_no_movement
2-s2.0-85164688708,An innovative multifunctional biomimetic adaptive building envelope based on a novel integrated methodology of merging biological mechanisms,static_other,exclude,facade_no_movement
2-s2.0-85165353988,Adaptive Façades Strategy: An architect-friendly computational approach based on co-simulation and white-box models for the early design stage,static_other,exclude,facade_no_movement
2-s2.0-85162256640,Experimental assessment of the energy performance of microfluidic glazing components: The first results of a monitoring campaign carried out in an outdoor test facility,static_other,exclude,facade_no_movement
2-s2.0-85150372995,Potential application of a novel building-integrated solar facade water heating system in a subtropical climate: A case study for school canteen,static_other,exclude,facade_no_movement
2-s2.0-85151526234,Design and optimization of thermally responsive autonomous dynamic glazed attachment systems for building solar heat gain control,static_other,exclude,facade_no_movement
2-s2.0-85173843361,The impact of building surface optimization and dynamic control on climate adaptation,static_other,exclude,facade_no_movement
2-s2.0-85162847924,Frequency calculation method and wind-induced dynamic response of cable net façades considering the façade stiffness,static_other,exclude,facade_no_movement
2-s2.0-105018889940,Evaluation of building energy load of a multipurpose hall and its optimization through spectrally selective fenestration and passive design concepts,static_other,exclude,facade_no_movement
2-s2.0-85164710412,An online learning framework for self-adaptive dynamic thermal modeling of building envelopes,static_other,exclude,facade_no_movement
2-s2.0-85151370881,Modular responsive facade proposals based on semi-regular and demi-regular tessellation: daylighting and visual comfort,static_other,exclude,facade_no_movement
2-s2.0-85169140900,"Daylighting Assessment of a Heritage Place of Instruction and Office Building in Alice, South Africa",static_other,exclude,facade_no_movement
2-s2.0-85164496083,Comparing the thermal performance of Living Lab monitoring and simulation with different level of input detail,static_other,exclude,facade_no_movement
2-s2.0-85150336122,Targeting modular adaptive façade personalization in a shared office space using fuzzy logic and genetic optimization,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85153574391,Energy flexibility of building systems in future scenarios: optimization of the control strategy of a dynamic shading system and definition of a new energy flexibility metric,control_of_static,exclude,facade_no_movement
2-s2.0-85150448155,Optimal design method for photovoltaic shading devices (PVSDs) by combining geometric optimization and adaptive control model,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85162130738,Visual Comfort Assessment of Hospital Patient Rooms with Climate Responsive Facades,static_other,exclude,facade_no_movement
2-s2.0-85156145141,Comparative analysis of different MPPT techniques using boost converter for photovoltaic systems under dynamic shading conditions,static_other,exclude,facade_no_movement
2-s2.0-85148689706,Near-optimal adaptive predictive control model study for roller shades in office spaces,control_of_static,exclude,facade_no_movement
2-s2.0-85160775362,Energy-Efficient Soho in South Jakarta with The Application of Adaptive Solar Facade,static_other,exclude,facade_no_movement
2-s2.0-85147607160,The integrated design process of adaptive façades – A comprehensive perspective,static_other,exclude,facade_no_movement
2-s2.0-85151884739,Comparison of control parameters for roller blinds,control_of_static,exclude,facade_no_movement
2-s2.0-85160646711,Dynamic Analysis of Different Fenestration Design in Artificial Hip Joint Using Finite Element Analysis,static_other,exclude,facade_no_movement
2-s2.0-85149867129,Semi-automated vs manually controlled dynamic facades: assessment through a field study on multi-domain occupant satisfaction,control_of_static,exclude,facade_no_movement
2-s2.0-85159271790,Energy Performance and Control Strategy for Dynamic Façade with Perovskite PV Panels—Technical Analysis and Case Study,control_of_static,exclude,facade_no_movement
2-s2.0-85147506039,Assessing the performance gap of two dynamic thermal modelling software tools when comparing with real-time data in relation to thermal loss,static_other,exclude,facade_no_movement
2-s2.0-85159654611,Sustainable energy in the concept of kinetic architecture (case study: D*haus dynamic),not_facade_other,exclude,not_facade
2-s2.0-85148544560,Multi-domain model-based control of an adaptive façade based on a flexible double skin system,dsf_static,exclude,facade_no_movement
2-s2.0-85150033000,Significance of dynamic over static solar screens on thermal perception in perimeter offices under different sky conditions,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85147606550,A responsive double-skin façade for the retrofit of existing buildings: Analysis on an office building in a Mediterranean climate,dsf_static,exclude,facade_no_movement
2-s2.0-85149323451,Effect of green infrastructures supported by adaptative solar shading systems on livability in open spaces,static_other,exclude,facade_no_movement
2-s2.0-85147604019,Why are adaptive facades not widely used in practice? Identifying ecological and economical benefits with life cycle assessment,static_other,exclude,facade_no_movement
2-s2.0-85149756516,Adaptive Dynamic Building Envelopes with Solar Power Components: Annual Performance Assessment for Two Pilot Sites,static_other,exclude,facade_no_movement
2-s2.0-85151417516,AGRI|gen: Analysis and Design of a Parametric Modular System for Vertical Urban Agriculture,static_other,exclude,facade_no_movement
2-s2.0-85146098882,Selection of spatial sensitivity curve and installation location of photosensors for daylight-linked control systems in space with dynamic shading devices,static_other,exclude,facade_no_movement
2-s2.0-85147151982,Multilayered optofluidics for sustainable buildings,static_other,exclude,facade_no_movement
2-s2.0-85149244015,Optimization Design and Trajectory Error Compensation of a Facade-Adaptive Wall-Climbing Robot,control_of_static,exclude,facade_no_movement
2-s2.0-85149213705,"Ensuring the Authenticity of the Conservation and Reuse of Modern Industrial Heritage Architecture: A Case Study of the Large Machine Factory, China",static_other,exclude,facade_no_movement
2-s2.0-85110797255,Recommended angle of a modular dynamic façade in hot-arid climate: daylighting and energy simulation,static_other,exclude,facade_no_movement
2-s2.0-85191187291,The Impact of Thermally Adaptive Light Louvers Attached to Clerestories on Indoor Natural-Light Performance during the Winter Season,insufficient_info,exclude,insufficient_info
2-s2.0-85179517009,Application of ISO/DIS 52016-3 for Dynamic Shadings in an Office Building,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85179506485,Adaptive façades for residential buildings: a preliminary study,static_other,exclude,facade_no_movement
2-s2.0-85153756074,SYSTEMATIC CLASSIFICATION OF ADAPTIVE FAÇADES - PREPARING A DATABASE,static_other,exclude,facade_no_movement
2-s2.0-85140480666,An Adaptive Facade Configuration for Daylighting Toward Energy-Efficient: Case Study on High-Rise Office Building in HCMC,static_other,exclude,facade_no_movement
2-s2.0-85180745029,Computer-Aided Design Application in Determining Minimum Discomfort Glare,static_other,exclude,facade_no_movement
2-s2.0-85197184816,OPTIMISING THE CONTROL STRATEGIES FOR PERFORMANCEDRIVEN DYNAMIC BUILDING FACADES USING MACHINE LEARNING,movable_possible->include,include,
2-s2.0-85149995840,Introduction of Innovative Adaptive Building Envelopes to Improve Energy Efficiency of Apartment Buildings,static_other,exclude,facade_no_movement
2-s2.0-85163971380,From Nature to Architecture for Low Tech Solutions: Biomimetic Principles for Climate-Adaptive Building Envelope,static_other,exclude,facade_no_movement
2-s2.0-85146666655,A Parametric Design Method for the Lighting Environment of a Library Building Based on Building Performance Evaluation,static_other,exclude,facade_no_movement
2-s2.0-85143384479,"Energy-efficient retrofitting with exterior shading device in hot and humid climate–case studies from fully glazed multi-storied office buildings in Chennai, India",static_other,exclude,facade_no_movement
2-s2.0-85141527652,Low-carbon assessment of building facades using dynamic CO2 intensity of electricity generation in Japan,static_other,exclude,facade_no_movement
2-s2.0-85163992096,Adaptive Building Technologies for Building Envelopes Under Climate Change Conditions,static_other,exclude,facade_no_movement
2-s2.0-85179511685,Multispectral Lighting Simulation Approaches for Predicting Opsin-driven Metrics and their Application in a Neonatal Intensive Care Unit,static_other,exclude,facade_no_movement
2-s2.0-85180158871,Sequentially coupling LBNL-method and Modelica to model and operate adaptive facades with inhomogeneous printing patterns,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85179504543,Impact of Different Perforation Rates of Perforated Louvers on Indoor Visual Comfort and Outdoor Views,control_of_static,exclude,facade_no_movement
2-s2.0-85163969256,Building Façade Retrofit: A Comparison Between Current Methodologies and Innovative Membranes Strategies for Overcoming the Existing Retrofit Constraints,static_other,exclude,facade_no_movement
2-s2.0-85207046420,Influence of anchoring and bracing system on dynamic characteristics of façade scaffolding,static_other,exclude,facade_no_movement
2-s2.0-85171749239,USING CO-DESIGN FOR DEVELOPING A NEW WOODEN FAÇADE SYSTEM,static_other,exclude,facade_no_movement
2-s2.0-85193907834,Building Envelope Cooling Inspired by Evapotranspiration in Trees,dsf_static,exclude,facade_no_movement
2-s2.0-85172734244,Experimentation Processes for Building Envelope Innovation: The Building Future Lab,static_other,exclude,facade_no_movement
2-s2.0-85180495697,Exploring the Feasibility of Utilizing Palm Tree Texture for a Self-Cleaning Architectural Design of Building Envelopes,static_other,exclude,facade_no_movement
2-s2.0-85137743412,Data-driven numerical models for the prediction of the thermal resistance value of the Enclosed Airspaces (EAs) in building envelopes,static_other,exclude,facade_no_movement
2-s2.0-85180150748,Projected energy savings of a 3D printed selective heat transfer facade,static_other,exclude,facade_no_movement
2-s2.0-85145608238,Extraordinary mechanics in slender structural surfaces,static_other,exclude,facade_no_movement
2-s2.0-85159385162,Daylighting Design Strategies for Office Spaces in Different Chilean Climates,static_other,exclude,facade_no_movement
2-s2.0-85173613581,Study on Artificial Neural Network Based MPPT Algorithm in PV Application,static_other,exclude,facade_no_movement
2-s2.0-85182570322,Application of Multibody Dynamics Simulation in Approximation of Rail Vehicle Dynamic Envelope,static_other,exclude,facade_no_movement
2-s2.0-85159441652,Structural Design and Analysis of an Adaptive Manipulator,static_other,exclude,facade_no_movement
2-s2.0-85172442884,Utilizing Web Applications for Developing Digital Twin: Case study urban tunnel with kinetic roof,not_facade_other,exclude,not_facade
2-s2.0-85179003206,Adaptive Envelope Detector-Based Phase Fault Detection Method for Power System Grid Distortions,static_other,exclude,facade_no_movement
2-s2.0-85212483830,Maximization of the Smart Readiness Indicator of Buildings Under Budget Constraints,static_other,exclude,facade_no_movement
2-s2.0-85178999167,3D Printing and Shape Memory Alloys,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85159932399,TWIN ROOMS – NEW EXPERIMENTAL TEST CELLS FOR TESTING ADVANCED FACADE ELEMENTS,static_other,exclude,facade_no_movement
2-s2.0-85159959519,INNOVATION AND EXPERIMENTATION OF ADAPTIVE MODEL FOR CURTAIN WALL,static_other,exclude,facade_no_movement
2-s2.0-85115234714,Investigating the probability of designing net-zero energy buildings with consideration of electric vehicles and renewable energy,static_other,exclude,facade_no_movement
2-s2.0-85147337423,"Active, Passive and Cyber-Physical Adaptive Façade Strategies: a Comparative Analysis Through Case Studies",static_other,exclude,facade_no_movement
2-s2.0-85147755626,Evaluation of Daylight and Glare Quality of Office Spaces with Flat and Dynamic Shading System Facades in Hot Arid Climate,static_other,exclude,facade_no_movement
2-s2.0-85140906999,Modelling and validation of a single-storey flexible double-skin façade system with a building energy simulation tool,dsf_static,exclude,facade_no_movement
2-s2.0-85143760432,"Modeling, Simulation, and Performance Analysis of a Liquid-Infill Tunable Window",static_other,exclude,facade_no_movement
2-s2.0-85135907483,Performance Optimization of Building Facade Floodlighting under Dynamic Sky Luminance,static_other,exclude,facade_no_movement
2-s2.0-85102990809,Improvement of the cultural heritage perception potential model by the usage of eye-tracking technology,static_other,exclude,facade_no_movement
2-s2.0-105024206095,A wood-textile thermal active architectural envelope,static_other,exclude,facade_no_movement
2-s2.0-85136676224,Method for dynamic thermal insulation design revealing almost real heat transfer characteristics of building envelopes in different Chinese regions,static_other,exclude,facade_no_movement
2-s2.0-85130135255,The FIX-up mix-up; undue façadism or adaptive reuse? Examining the former FIX brewery transformation into the National Museum of Contemporary Art in Athens,static_other,exclude,facade_no_movement
2-s2.0-85139911022,Parametric-Based Multi-Objective Optimization Workflow: Daylight and Energy Performance Study of Hospital Building in Algeria,control_of_static,exclude,facade_no_movement
2-s2.0-85142533892,Morphology of kinetic asymptotic grids,movable_possible->insufficient_info,exclude,insufficient_info
2-s2.0-85136601993,"Multi-criteria decision making for adaptive façade optimal design in varied climates: Energy, daylight, occupants’ comfort, and outdoor view analysis",static_other,exclude,facade_no_movement
2-s2.0-85133288515,Phenotype Variability Mimicking as a Process for the Test and Optimization of Dynamic Facade Systems,movable_possible->include,include,
2-s2.0-85134432535,Human-centred performance criteria for adaptive façade design: Based on the results of a user experience survey,static_other,exclude,facade_no_movement
2-s2.0-85134432171,Investigating the micro-scale thermal effects of natural underlying surfaces on adjacent spaces in a subtropical zone with an optimized method,static_other,exclude,facade_no_movement
2-s2.0-85133905882,Quantifying potential dynamic façade energy savings in early design using constrained optimization,static_other,exclude,facade_no_movement
2-s2.0-85137316779,Design of Innovative Parametric/Dynamic Façade Integrated in the Library Extension Building on UAEU Campus †,static_other,exclude,facade_no_movement
2-s2.0-85137274984,A Parameterized Design Method for Building a Shading System Based on Climate Adaptability,static_other,exclude,facade_no_movement
2-s2.0-85131225204,"An environment-adaptive wall: concept, implementation and effects on the energy performance of a residential building",static_other,exclude,facade_no_movement
2-s2.0-85133165347,A Novel Framework for Optimizing Indoor Illuminance and Discovering Association of Involved Variables,movable_possible->include,include,
2-s2.0-85128505195,Simulation-based personalized real-time control of adaptive facades in shared office spaces,control_of_static,exclude,facade_no_movement
2-s2.0-85125576128,Visual Discomfort Analysis as a Tool to Support Façade Shading Design: A Case Study in the Architectural Design Studio,static_other,exclude,facade_no_movement
2-s2.0-85125417925,Adaptive envelope protection control of wind turbines under varying operational conditions,control_of_static,exclude,facade_no_movement
2-s2.0-85131377494,Main Characteristics of Adaptive Façades,static_other,exclude,facade_no_movement
2-s2.0-85125474253,An occupant-centric adaptive façade based on real-time and contactless glare and thermal discomfort estimation using deep learning algorithm,static_other,exclude,facade_no_movement
2-s2.0-85128025432,Integration and Verification of PLUG-N-HARVEST ICT Platform for Intelligent Management of Buildings,movable_possible->include,include,
