eid,abstract,abstract_status,eff_doi,doi,title,year,source,issn,volume,issue,pageRange,doctype,first_author,author_names,author_ids,affilname,affiliation_country,citedby_count,openaccess,authkeywords,oa_match,oa_title_sim,openalex_id,oa_authors,oa_n_authors,oa_institutions,oa_countries,oa_rors,oa_concepts,oa_topics,oa_n_referenced_works,oa_cited_by_count,oa_counts_by_year,oa_is_oa,oa_oa_status,oa_source,oa_issn,oa_pub_year,oa_type,cr_match,cr_funders,cr_n_funders,cr_license_types,cr_has_license,cr_reference_count,cr_issn,cr_container_title,cr_published_year,cr_type
2-s2.0-105007669014,"Adaptive façades, also known as climate-adaptive building shells (CABSs), could make a significant contribution towards reducing the energy consumption of buildings and their environmental impacts. There is extensive research on glazed adaptive façades, mainly due to the available technology for glass materials. The technological development of opaque adaptive façades has focused on variable-thermal-resistance envelopes, and the simulation of this type of façade is a challenging task that has not been thoroughly studied. The aim of this study was to configure and validate a simplified office model that could be used for simulating an adaptive façade with variable thermal resistance via adaptive insulation thickness in its opaque part. Software-to-software model comparison based on the results of an EnergyPlus Building Energy Simulation Test 900 (BesTest 900)-validated model was used. Cooling and heating annual energy demand (kWh), peak cooling and heating (kW), and maximum, minimum, and average annual hourly zone temperature variables were compared for both the Adaptive and non-adaptive validated model. An Adaptive EnergyPlus model based on the BesTest 900 model, which uses the EnergyPlus SurfaceControl:MovableInsulation class list, was successfully validated and could be used for studying office buildings with a variable-thermal-resistance adaptive façade wall configuration, equivalent to a heavyweight mass wall construction with an External Insulation Finishing System (EIFS). An example of the Adaptive model in the Denver location is included in this paper. Annual savings of up to 26% in total energy demand (heating + cooling) was achieved and could reach up to 54% when electro-chromic (EC) glass commanded by a rule-based algorithm was added to the glazed part of the variable-thermal-resistance adaptive façade.",ok,10.3390/en18112682,10.3390/en18112682,A Simplified Model Validation for the Energy Assessment of Opaque Adaptive Façades with Variable Thermal Resistance,2025,Energies,,18,11,,Article,Palacios Mackay I.,,,Universidad del Bio Bio,Chile,1,1,,doi,,https://openalex.org/W4410598866,Ismael Palacios Mackay; Laura Marín-Restrepo; Alexis Pérez-Fargallo,3,University of Bío-Bío; San Sebastián University,CL,https://ror.org/04dndfk38; https://ror.org/04jrwm652,Opacity:0.712; Variable (mathematics):0.555; Reliability engineering:0.441; Thermal resistance:0.428; Thermal:0.424; Resistance (ecology):0.417; Computer science:0.402; Engineering:0.299,Building Energy and Comfort Optimization; Transition Metal Oxide Nanomaterials; Textile materials and evaluations,42,1.0,"[{""year"": 2025, ""cited_by_count"": 1}]",True,gold,Energies,1996-1073,2025.0,article,doi,Vicerrectoría de Investigación y Doctorados de la Universidad San Sebastián–Fondo,1,vor,True,52.0,1996-1073,Energies,2025.0,journal-article
2-s2.0-85217251600,"In this study, to control glare in buildings with glass facades, a kinetic facade was designed using a pattern inspired by nature. Accordingly, in this study, due to the essential similarity of buildings with plants regarding the inability to move and location, in the first step, plants and their morphology were examined. Among them, long-day plants, which offer greater shading capacity than other plants, were selected as the basis for modeling. In the next stage, computational simulations were conducted using Rhino and Grasshopper software along with Ladybug and Honeybee plugins to analyze sunlight and daylight performance. The simulation results of annual climate-based daylight metrics and luminance-based metrics demonstrated that the kinetic facade inspired by long-day plants outperformed the Reinhart reference office room with horizontal shading in terms of glare control and useful daylight. In other words, the kinetic facade designed in this study effectively provides sufficient daylight and prevents glare as well.",ok,10.15627/jd.2025.1,10.15627/jd.2025.1,Daylight Optimization of the South-Faced Architecture Classrooms Using Biomimicry-Based Kinetic Facade Shading System,2025,Journal of Daylighting,23838701,12,1,1-20,Article,Yunitsyna A.,,,Universiteti Metropolitan Tirana,Albania,4,1,,doi,,https://openalex.org/W4405976590,Anna Yunitsyna; Esi Sulaj,2,Universiteti Metropolitan Tirana; Epoka University,AL,https://ror.org/05k2yek35; https://ror.org/04xgcc957,Facade:0.89; Daylight:0.858; Shading:0.786; Biomimetics:0.625; Architectural engineering:0.503; Architecture:0.447; Computer science:0.392; Environmental science:0.349,Building Energy and Comfort Optimization; Architecture and Computational Design,1,4.0,"[{""year"": 2026, ""cited_by_count"": 2}, {""year"": 2025, ""cited_by_count"": 2}]",True,diamond,Journal of Daylighting,2383-8701,2025.0,article,doi,,0,,False,0.0,2383-8701,Journal of Daylighting,2025.0,journal-article
2-s2.0-105001272856,,missing,10.1016/j.egyr.2025.03.021,10.1016/j.egyr.2025.03.021,Kinetic facades as a solution for educational buildings: A multi-objective optimization simulation-based study,2025,Energy Reports,,13,,3915-3928,Article,Yazdi Bahri S.,,,Universitat Politècnica de Catalunya,Spain,14,1,,doi,,https://openalex.org/W4409074252,Seyedehsara Yazdi Bahri; Marc Alier; Alberto Sánchez Riera; Milad Heiranipour; Seyedeh Nazli Hosseini,5,Universitat Politècnica de Catalunya; Polytechnic University of Turin; West Virginia University,ES; IT; US,https://ror.org/03mb6wj31; https://ror.org/00bgk9508; https://ror.org/011vxgd24,Kinetic energy:0.569; Architectural engineering:0.534; Computer science:0.419; Engineering:0.258; Physics:0.155; Classical mechanics:0.09,Building Energy and Comfort Optimization; BIM and Construction Integration; Architecture and Computational Design,67,16.0,"[{""year"": 2026, ""cited_by_count"": 10}, {""year"": 2025, ""cited_by_count"": 6}]",True,gold,Energy Reports,2352-4847,2025.0,article,doi,"Departament de Recerca i Universitats, Generalitat de Catalunya; Universitat Politècnica de Catalunya",2,tdm; vor,True,64.0,2352-4847,Energy Reports,2025.0,journal-article
2-s2.0-105018813599,"Unitized curtain walls with integrated sun-shading systems have become a prevalent choice for high-rise building façades. The present paper presents a novel sun-shading façade system comprising bending-active plates made of glass fiber-reinforced polymer (GFRP) arranged in three series vertically. Each elastic plate is supported at the corners by diagonal steel members, which are paired and equipped with rotating actuators to modify the opening angles. This modification induces elastic deformations on the bending-active plates, altering their shapes to provide varying levels of sun protection. The steel members act as scissor-like elements, supported on the curtain wall mullion using extruded aluminum pressure plates and U-channel rails. The bending-active plates serve as external horizontal louvres, offering adaptive sun-protection. A numerical investigation of a bending-active plate's structural behavior is conducted through Finite-Element Analysis (FEA). Various symmetric curvatures of the plate are achieved through actuation of the scissor-like elements at specific opening angle values. The analysis considers the self-weight of the plate and a uniform distributed wind load of 1 kN/m2. The study explores three different plate thicknesses (4, 5 and 6 mm) in selecting the most favorable thickness. The plate with a selected thickness is then perforated by 15, 21, 28 and 36% of the total area. Two alternative perforation patterns are examined for each perforation percentage. The analysis delves into the form-finding and load-deformation behavior of the bending-active plate, shedding light on the structural integrity and functionality of the sun-shading system.",ok,10.1007/s44150-025-00156-0,10.1007/s44150-025-00156-0,Numerical analysis of perforated bending-active plates integrated in unitized curtain wall,2025,Architecture Structures and Construction,27309886,5,1,,Article,Sergidis C.,,,University of Cyprus,Cyprus,1,1,,doi,,https://openalex.org/W4410623659,Charis Sergidis; Marios C. Phocas,2,University of Cyprus,CY,https://ror.org/02qjrjx09,Bending:0.741; Structural engineering:0.636; Materials science:0.577; Perforation:0.563; Finite element method:0.551; Bending of plates:0.499; Composite material:0.482; Engineering:0.3,Structural Analysis of Composite Materials; Structural Engineering and Vibration Analysis; Structural Analysis and Optimization,19,1.0,"[{""year"": 2026, ""cited_by_count"": 1}]",True,hybrid,Architecture Structures and Construction,2730-9886; 2730-9894,2025.0,article,doi,University of Cyprus,1,tdm; vor,True,28.0,2730-9886; 2730-9894,"Architecture, Structures and Construction",2025.0,journal-article
2-s2.0-105007841368,"Building facade insulation technologies have evolved from primitive thermal barriers to high-performance, multifunctional systems that enhance energy efficiency and indoor comfort. Historical insulation methods, such as thick masonry walls and timber-based construction, have gradually been replaced by advanced materials and innovative facade designs. Studies indicate that a significant proportion of a building's heat loss occurs through its external walls and windows, highlighting the need for effective insulation strategies. The development of double-skin facades (D-SFSs), adaptive facades (AFs), and green facades has enabled substantial reductions in heating and cooling energy demands. Materials such as vacuum insulation panels (VIPs), aerogels, and phase change materials (PCMs) have demonstrated superior thermal resistance, contributing to improved thermal regulation and reduced carbon emissions. Green facades offer additional benefits by lowering surface temperatures and mitigating urban heat island effects, while D-SF configurations can reduce cooling loads by over 20% in warm climates. Despite these advancements, challenges remain regarding the initial investment costs, durability, and material sustainability. The future of facade insulation technologies is expected to focus on bio-based and recyclable insulation materials, enhanced thermal performance, and climate-responsive facade designs. This study provides a comprehensive review of historical and modern facade insulation technologies, examining their impact on energy efficiency, sustainability, and future trends in architectural design.",ok,10.3390/su17115176,10.3390/su17115176,Sustainable Insulation Technologies for Low-Carbon Buildings: From Past to Present,2025,Sustainability Switzerland,,17,11,,Review,Cuce P.M.,,,Birmingham City University;Recep Tayyip Erdogan University,United Kingdom;Turkey,12,1,,doi,,https://openalex.org/W4411024710,Pınar Mert Cuce,1,Birmingham City University; Recep Tayyip Erdoğan University,GB; TR,https://ror.org/00t67pt25; https://ror.org/0468j1635,Architectural engineering:0.547; Engineering:0.418; Carbon fibers:0.41; Environmental science:0.385; Civil engineering:0.366; Business:0.353; Construction engineering:0.337; Materials science:0.178,Aerogels and thermal insulation; Building Energy and Comfort Optimization; Urban Heat Island Mitigation,168,9.0,"[{""year"": 2026, ""cited_by_count"": 5}, {""year"": 2025, ""cited_by_count"": 4}]",True,gold,Sustainability,2071-1050,2025.0,article,doi,,0,vor,True,198.0,2071-1050,Sustainability,2025.0,journal-article
2-s2.0-105002439740,"As urbanization fuels a 50% rise in global building energy demand since 2000, façades have become critical for sustainable architecture, supporting UN Sustainable Development Goals (SDGs) 7 (Affordable and Clean Energy) and 11 (Sustainable Cities). While multi-objective optimization (MOO) enables the balancing of energy efficiency, daylighting, and thermal comfort in façade design, its application remains limited in real-time adaptability and high-energy contexts like India's hospitality sector. This study offers a novel bibliometric review of MOO in sustainable façade design, drawing publication trends from a Scopus dataset of 9,581 papers (2001–2024), which show a surge from 504 papers in 2001–2009 to 3,673 in 2010–2019, and 5,404 in 2020–2024. Detailed analysis, however, was conducted on 1,598 unique papers from an earlier Scopus dataset of 7,250 + articles, using VOSviewer and scientometric tools. Results indicate that the USA and China dominate (45% of output), while India contributes less than 5% despite its cooling demands. Evolutionary algorithms are prevalent (e.g., 6,122 mentions of 'thermal' optimization), yet gaps in dynamic shading (64 mentions) and life-cycle assessment persist. This review addresses these gaps, providing a roadmap for climate-responsive design in energy-intensive typologies by leveraging evolutionary algorithms, promoting dynamic shading integration, and advocating for real-time optimization frameworks tailored to regional climates. While the reliance on Scopus may limit coverage, the large datasets mitigate bias by capturing diverse trends. By highlighting MOO's potential to reduce hotel cooling loads by up to 15.27% (Agharid et al. Energy Engineering, 121(12), 3549–3571,2024), this study advances performance-driven architecture, fostering sustainable urban development through innovative façade solutions.",ok,10.1007/s42107-025-01331-w,10.1007/s42107-025-01331-w,A review of multi objective optimization in sustainable architecture: enhancing energy efficiency through dynamic facades,2025,Asian Journal of Civil Engineering,15630854,26,6,2319-2330,Review,Bhote J.V.,,,Manipal School of Architecture & Planning,India,3,0,,doi,,https://openalex.org/W4409435118,Jamshed V. Bhote; Trupti Ravindra Chauhan,2,Manipal Academy of Higher Education,IN,https://ror.org/02xzytt36,Architecture:0.646; Efficient energy use:0.534; Architectural engineering:0.523; Sustainable design:0.495; Computer science:0.454; Environmental science:0.333; Engineering:0.283; Sustainability:0.271,Building Energy and Comfort Optimization; BIM and Construction Integration; Architecture and Computational Design,25,2.0,"[{""year"": 2026, ""cited_by_count"": 2}]",False,closed,Asian Journal of Civil Engineering,1563-0854; 2522-011X,2025.0,review,doi,,0,tdm; vor,True,26.0,1563-0854; 2522-011X,Asian Journal of Civil Engineering,2025.0,journal-article
2-s2.0-86000610528,,missing,10.1016/j.rser.2025.115586,10.1016/j.rser.2025.115586,"Biomimetic adaptive solar building envelopes: Trends, challenges, and opportunities for sustainable applications",2025,Renewable and Sustainable Energy Reviews,13640321,215,,,Review,Jalali S.,,,University of the West of England,United Kingdom,6,1,,doi,,https://openalex.org/W4408387879,Sara Jalali; Lidia Badarnah; Eleonora Nicoletti,3,,,,Architectural engineering:0.379; Nanotechnology:0.353; Environmental science:0.353; Astrobiology:0.331; Business:0.33; Engineering:0.302; Materials science:0.241; Physics:0.185,Building Energy and Comfort Optimization; Solar Energy Systems and Technologies; Architecture and Computational Design,85,9.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 8}]",True,hybrid,Renewable and Sustainable Energy Reviews,1364-0321; 1879-0690,2025.0,article,doi,University of the West of England,1,tdm; vor,True,96.0,1364-0321,Renewable and Sustainable Energy Reviews,2025.0,journal-article
2-s2.0-85200678485,,missing,10.1177/14780771241270265,10.1177/14780771241270265,From theory to practice: Truchet tile as a computational visual coding approach for facade visualization,2025,International Journal of Architectural Computing,14780771,23,2,464-480,Article,EL-Mahdy D.,,,Faculty of Engineering,Egypt,4,0,,doi,,https://openalex.org/W4401382219,Deena El-Mahdy,1,British University in Egypt,EG,https://ror.org/0066fxv63,Computer science:0.631; Coding (social sciences):0.598; Modular design:0.585; Visualization:0.56; Facade:0.54; Software:0.529; Color-coding:0.475; Parametric statistics:0.471,Architecture and Computational Design; Design Education and Practice; Innovations in Concrete and Construction Materials,24,2.0,"[{""year"": 2025, ""cited_by_count"": 2}]",False,closed,International Journal of Architectural Computing,1478-0771; 2048-3988,2024.0,article,doi,,0,tdm,True,30.0,1478-0771; 2048-3988,International Journal of Architectural Computing,2024.0,journal-article
2-s2.0-105009088452,"In response to rising energy consumption in buildings, this study proposes a solar-tracking movable louver integrated with a photovoltaic (PV) module and evaluates its performance to verify its energy-saving potential. First, the louver system can be configured as either vertical or horizontal by modularizing and rotating its slats. A solar-tracking mechanism for single-axis louver control was also developed and proven effective. Second, for optimal energy-saving performance, the louver operation must respond to external environmental conditions. Its control should account for PV power generation and building energy demands for heating, cooling, and lighting to maintain comfortable indoor and outdoor environments. Third, the proposed louver system achieved a building energy reduction of 4.7–8.8% compared to conventional fixed technologies. However, in winter, the louver may obstruct solar gains, potentially diminishing its effectiveness in reducing energy consumption. While this study demonstrates the potential of the proposed louver technology for energy efficiency, it is limited by the scope of environmental and operational conditions considered in the performance evaluation. Further studies under diverse climatic scenarios are necessary to substantiate its broader applicability.",ok,10.3390/buildings15122100,10.3390/buildings15122100,Development of a Solar-Tracking Movable Louver with a PV Module for Building Energy Reduction,2025,Buildings,,15,12,,Article,Han S.,,,Sangmyung University,South Korea,2,1,,doi,,https://openalex.org/W4411369328,Sowon Han; Janghoo Seo; Heangwoo Lee,3,Sangmyung University; Kookmin University,KR,https://ror.org/01x4whx42; https://ror.org/0049erg63,Louver:0.97; Reduction (mathematics):0.697; Tracking (education):0.544; Solar energy:0.498; Photovoltaic system:0.489; Architectural engineering:0.367; Engineering:0.362; Aerospace engineering:0.361,Building Energy and Comfort Optimization; Solar Thermal and Photovoltaic Systems; Solar Energy Systems and Technologies,58,2.0,"[{""year"": 2025, ""cited_by_count"": 2}]",True,gold,Buildings,2075-5309,2025.0,article,doi,Korean government (MSIT),1,vor,True,61.0,2075-5309,Buildings,2025.0,journal-article
2-s2.0-105012978506,"Kinetic architecture enables buildings to adapt dynamically to environmental, functional, and aesthetic demands through responsive components. This method draws on the bionic principles of intelligent movement mechanisms found in nature, such as the phototropism of plant leaves. The paper investigates the influence of natural systems on the design of kinetic buildings, identifying three primary biomimetic design strategies: depiction or abstraction of the natural forms, imitation or response to natural motion, and environmentally driven control of movable components to enhance sustainability. Kinetic systems are classified as either passive, utilizing natural forces like wind and sunlight, or active, relying on sensors, actuators, and computational control. Through a comparative analysis of real case studies involving kinetic roofs and façades, the study highlights key variations in biomimetic application. The cases belong to different functional types and cover varied construction times, geographical locations, and climatic zones. The findings indicate that the use of nature as a formal reference is prevalent in all roof designs, while it is used in less than half of the facade designs. Natural forms are mostly abstracted in three-quarters of the roof cases and a quarter of the facade cases. Furthermore, the prevailing trend is to imitate the movement of natural reference in three-quarters of the roof cases, whereas the movements of nearly half of the facades are reactions to the movement of the natural reference. Nature as a tool for controlling building performance dominates both roof and façade designs. Roof cases applied active control systems only, while façade cases implemented both passive and active design strategies. These findings contribute to a deeper understanding of nature-informed kinetic architecture and its potential for sustainable building design.",ok,10.18280/ijdne.200608,10.18280/ijdne.200608,Biomimetic Strategies in Kinetic Architecture: A Comparative Analysis of Nature-Inspired Roof and Façade Designs,2025,International Journal of Design and Nature and Ecodynamics,17557437,20,6,1269-1282,Article,Razoki F.J.,,,University of Mosul,Iraq,0,1,,doi,,https://openalex.org/W4412815157,Farah Jallo Razoki; Dhuha A. Al-Kazzaz,2,,,,Architecture:0.649; Roof:0.589; Architectural engineering:0.52; Engineering:0.52; Computer science:0.345; Systems engineering:0.339; Civil engineering:0.283; Art:0.112,Architecture and Computational Design,0,1.0,"[{""year"": 2025, ""cited_by_count"": 1}]",True,hybrid,International Journal of Design & Nature and Ecodynamics,1755-7437; 1755-7445,2025.0,article,doi,,0,tdm,True,0.0,1755-7437; 1755-7445,International Journal of Design &amp; Nature and Ecodynamics,2025.0,journal-article
2-s2.0-105004260509,,missing,10.1016/j.egyr.2025.04.064,10.1016/j.egyr.2025.04.064,On the use of dynamic film to improve the thermal and solar performance of multiple glazing units. Preliminary testing and assessment,2025,Energy Reports,,13,,5281-5289,Article,Zinzi M.,,,"Ente Per Le Nuove Tecnologie, l'Energia e l'Ambiente",Italy,3,1,,doi,,https://openalex.org/W4410080591,Michele Zinzi; Carlo Romeo; Stefano Agnoli; Luca Papaiz,4,"National Agency for New Technologies, Energy and Sustainable Economic Development; Pininfarina (Italy)",IT,https://ror.org/02an8es95; https://ror.org/038nrf531,Glazing:0.932; Thermal:0.596; Materials science:0.464; Environmental science:0.338; Composite material:0.265; Physics:0.133; Meteorology:0.103,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Solar Energy Systems and Technologies,29,3.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 2}]",True,gold,Energy Reports,2352-4847,2025.0,article,doi,,0,tdm; vor,True,36.0,2352-4847,Energy Reports,2025.0,journal-article
2-s2.0-105001330352,,missing,10.1016/j.enbuild.2025.115594,10.1016/j.enbuild.2025.115594,Prescriptive tool for zero-emissions building fenestration design using hybrid metaheuristic algorithms,2025,Energy and Buildings,03787788,336,,,Article,Caro R.,,,"Escuela Técnica Superior de Arquitectura, Universidad Politécnica de Madrid",Spain,1,2,,doi,,https://openalex.org/W4408473467,Rosana Caro; Lorena Cruz; Arturo Martínez; Pablo S. Naharro; Santiago Muelas; Kevin King Sancho; Elena Cuerda; María del Mar Barbero–Barrera; Antonio LaTorre,9,Universidad Politécnica de Madrid; Hospital Universitario de Móstoles; Oxford Centre for Mission Studies; Universidad de Alcalá; Universidad San Pablo CEU,ES; GB,https://ror.org/03n6nwv02; https://ror.org/04tqrbk66; https://ror.org/040059s22; https://ror.org/04pmn0e78; https://ror.org/00tvate34,Metaheuristic:0.551; Algorithm:0.52; Zero (linguistics):0.483; Firefly algorithm:0.455; Zero emission:0.446; Fenestration:0.421; Computer science:0.414; Engineering:0.393,Building Energy and Comfort Optimization; BIM and Construction Integration; Evacuation and Crowd Dynamics,69,1.0,"[{""year"": 2026, ""cited_by_count"": 1}]",True,green,Energy and Buildings,0378-7788; 1872-6178,2025.0,article,doi,Gobierno de España Ministerio de Ciencia e Innovación; European Commission; Ministerio de Ciencia e Innovación,3,stm-asf; tdm,True,96.0,0378-7788,Energy and Buildings,2025.0,journal-article
2-s2.0-86000790700,,missing,10.1016/j.enbuild.2025.115546,10.1016/j.enbuild.2025.115546,Design optimization of climate-responsive rural residences in solar rich areas considering sustainability and occupant comfort,2025,Energy and Buildings,03787788,336,,,Article,Luo C.,,,Chengdu Aircraft Design and Research Institute,China,7,0,,doi,,https://openalex.org/W4408492951,Chenyou Luo; Feng Chi; Huizhi Zhong; Yan Liu; Mei Dou,5,Sichuan Provincial Architectural Design and Research Institute (China); Chongqing University; Xi'an University of Architecture and Technology,CN,https://ror.org/00eqa6a26; https://ror.org/023rhb549; https://ror.org/04v2j2k71,Sustainability:0.738; Passive solar building design:0.513; Architectural engineering:0.496; Environmental science:0.481; Environmental engineering:0.415; Civil engineering:0.407; Environmental planning:0.402; Environmental resource management:0.343,Building Energy and Comfort Optimization; Solar Energy Systems and Technologies; Urban Heat Island Mitigation,73,8.0,"[{""year"": 2026, ""cited_by_count"": 5}, {""year"": 2025, ""cited_by_count"": 3}]",False,closed,Energy and Buildings,0378-7788; 1872-6178,2025.0,article,doi,U.S. Department of Housing and Urban Development; National Major Science and Technology Projects of China,2,stm-asf; tdm,True,67.0,0378-7788,Energy and Buildings,2025.0,journal-article
2-s2.0-85216645086,,missing,10.1016/j.jobe.2025.111813,10.1016/j.jobe.2025.111813,A method for achieving optimal thermal performance of adaptive opaque facades based on monthly loads across China,2025,Journal of Building Engineering,,102,,,Article,Gao M.,,,South China University of Technology,China,3,0,,doi,,https://openalex.org/W4406185439,Mingyi Gao; Lihua Zhao; Ge Gao; Rong Jin; Zichuan Nie,5,South China University of Technology; Xihua University,CN,https://ror.org/0530pts50; https://ror.org/04gwtvf26,Opacity:0.74; China:0.61; Thermal:0.58; Architectural engineering:0.468; Structural engineering:0.467; Environmental science:0.38; Computer science:0.367; Engineering:0.366,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Transition Metal Oxide Nanomaterials,42,2.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 1}]",False,closed,Journal of Building Engineering,2352-7102,2025.0,article,doi,Natural Science Foundation of Guangdong Province,1,stm-asf; tdm,True,37.0,2352-7102,Journal of Building Engineering,2025.0,journal-article
2-s2.0-85217060741,,missing,10.1016/j.jobe.2025.111943,10.1016/j.jobe.2025.111943,Investigation of climate-adaptive thermal effects of a double-sided hydronic loop embedded in an opaque building envelope,2025,Journal of Building Engineering,,102,,,Article,Hwang Y.,,,Illinois Institute of Technology,United States,3,0,,doi,,https://openalex.org/W4407051365,Yih Chyun Hwang; Amogh Wasti; Theodorian Borca‐Tasciuc; Alexandros Tsamis,4,State Street (United States); Illinois Institute of Technology; Rensselaer Polytechnic Institute,US,https://ror.org/0116zdb24; https://ror.org/037t3ry66; https://ror.org/01rtyzb94,Envelope (radar):0.776; Opacity:0.754; Thermal:0.573; Loop (graph theory):0.536; Building envelope:0.522; Environmental science:0.435; Control theory (sociology):0.387; Computer science:0.3,Building Energy and Comfort Optimization; Wind and Air Flow Studies; Urban Heat Island Mitigation,43,2.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 1}]",False,closed,Journal of Building Engineering,2352-7102,2025.0,article,doi,Rensselaer Polytechnic Institute,1,stm-asf; tdm,True,47.0,2352-7102,Journal of Building Engineering,2025.0,journal-article
2-s2.0-105008570209,"Despite the growing use of parametric and computational tools in sustainable architecture, there remains a significant lack of research on kinetic shading devices integrated with photovoltaic (PV) systems. This pilot study addresses this gap by exploring the dual potential of such systems to enhance indoor daylight quality and generate clean energy in the Saharan climate of Algeria. The research targets two primary objectives, improving indoor daylight performance and maximizing solar energy production. Using Grasshopper, Honeybee, and Ladybug tools, three kinetic shading configurations were evaluated across four desert cities Biskra, El Oued, Ghardaïa, and Ouargla. Simulation results indicate that the shading devices modestly improved indoor daylight conditions, with the most effective configuration achieving a Useful Daylight Illuminance (UDI100-2000) of approximately 37% at a 0.2 opening ratio. However, the overall luminous environment remained suboptimal, as over 56% of the space experienced under-illumination (UDI<100), and Continuous Daylight Autonomy (CDA) values remained below 40%. Conversely, the integrated PV systems consistently yielded a strong energy performance, producing approximately 840 kWh/year across all models and locations. These findings demonstrate that while improvements in visual comfort were limited, the use of kinetic PV-integrated facades offers significant potential for clean energy generation in hot arid climates. Further research is recommended to conduct full optimization simulations across multiple kinetic models and building typologies to enhance the generalizability and performance of such systems.",ok,10.18280/ijsdp.200507,10.18280/ijsdp.200507,Parametric Analysis of Daylight and Solar Energy Performance of Oasis Building Environments Through Kinetic Shading Devices Integrated with a Photovoltaic System,2025,International Journal of Sustainable Development and Planning,17437601,20,5,1899-1907,Article,Berkouk D.,,,Université Mohamed Khider Biskra;Dar Al-Hekma University,Algeria;Saudi Arabia,0,1,,doi,,https://openalex.org/W4411354056,Djihed Berkouk,1,,,,Daylight:0.893; Photovoltaic system:0.823; Shading:0.77; Kinetic energy:0.592; Parametric statistics:0.579; Environmental science:0.579; Daylighting:0.559; Rooftop photovoltaic power station:0.521,Impact of Light on Environment and Health; Building Energy and Comfort Optimization,0,0.0,[],True,hybrid,International Journal of Sustainable Development and Planning,1743-7601; 1743-761X,2025.0,article,doi,Dar Al-Hekma University,1,tdm,True,0.0,1743-7601,International Journal of Sustainable Development and Planning,2025.0,journal-article
2-s2.0-85218992312,,missing,10.1016/j.enbuild.2025.115491,10.1016/j.enbuild.2025.115491,An advanced numerical model for dynamic daylight and energy consumption analysis of thermal-responsive complex fenestration system with adaptive solar absorption,2025,Energy and Buildings,03787788,334,,,Article,Ming Y.,,,Southwest Jiaotong University,China,5,1,,doi,,https://openalex.org/W4407694546,Ming Yang; Mingke Hu; Xiao Liu; Yanping Yuan; Yupeng Wu,5,Yibin University; Southwest Jiaotong University; University of Nottingham,CN; GB,https://ror.org/03w8m2977; https://ror.org/00hn7w693; https://ror.org/01ee9ar58,Daylight:0.781; Fenestration:0.625; Skylight:0.604; Energy consumption:0.511; Sunlight:0.508; Thermal:0.508; Absorption (acoustics):0.507; Environmental science:0.449,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Thermal Radiation and Cooling Technologies,29,6.0,"[{""year"": 2026, ""cited_by_count"": 4}, {""year"": 2025, ""cited_by_count"": 2}]",True,hybrid,Energy and Buildings,0378-7788; 1872-6178,2025.0,article,doi,Engineering and Physical Sciences Research Council,1,tdm; vor,True,29.0,0378-7788,Energy and Buildings,2025.0,journal-article
2-s2.0-85218637971,,missing,10.1016/j.enbuild.2025.115488,10.1016/j.enbuild.2025.115488,Comprehensive impact of two advanced thermotropic façades designs on building daylight and energy performance,2025,Energy and Buildings,03787788,334,,,Article,Ming Y.,,,Southwest Jiaotong University,China,7,1,,doi,,https://openalex.org/W4407636542,Yang Ming; Fujian Jiang; Cemil Alkan; Yanping Yuan; Yupeng Wu,5,Yibin University; Southwest Jiaotong University; Tokat Gaziosmanpaşa Üniversitesi; University of Nottingham,CN; TR; GB,https://ror.org/03w8m2977; https://ror.org/00hn7w693; https://ror.org/01rpe9k96; https://ror.org/01ee9ar58,Daylight:0.812; Thermotropic crystal:0.783; Energy performance:0.584; Architectural engineering:0.54; Engineering:0.479; Energy (signal processing):0.441; Environmental science:0.435; Automotive engineering:0.37,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Impact of Light on Environment and Health,60,8.0,"[{""year"": 2026, ""cited_by_count"": 2}, {""year"": 2025, ""cited_by_count"": 6}]",True,hybrid,Energy and Buildings,0378-7788; 1872-6178,2025.0,article,doi,Royal Academy of Engineering; Engineering and Physical Sciences Research Council; Engineering and Physical Sciences Research Council,3,tdm; vor,True,60.0,0378-7788,Energy and Buildings,2025.0,journal-article
