eid,orig_doi,eff_doi,title,source,doctype,stage1_decision,publisher,abstract_status,abstract_len,abstract
2-s2.0-86000784109,10.1016/j.solener.2025.113268,10.1016/j.solener.2025.113268,"Suitable transition temperature on thermo-adaptive reflectance for opaque facades: Influence of climate, solar orientation, and facade material",Solar Energy,Article,uncertain,elsevier,missing,0,
2-s2.0-105006846399,10.3390/buildings15101675,10.3390/buildings15101675,Developing an Alternative Calculation Method for the Smart Readiness Indicator Based on Genetic Programming and Linear Regression,Buildings,Article,uncertain,mdpi,ok,1312,"The European Union is planning to introduce a new tool for evaluating smart solutions in buildings—the Smart Readiness Indicator (SRI). As 54 energy efficiency categories must be evaluated, the triage process can be long and time-intensive. Altogether, 228 data points (or inputs) about the smartness of the buildings are required to complete the evaluation. The present paper proposes an alternative calculation method based on genetic programming (GP) for the calculation of Domains and linear regression (LR) for the calculation of Impact Factors and the total SRI score of the building. This novel calculation requires 20% (Domain ventilation and dynamic building envelope) to 75% (Domain cooling) fewer inputs than the original methodology. The present study evaluated 223 case study buildings, and 7 genetic programming models and 8 linear regression models were generated based on the results. The generated results are precise; the relative deviation from the experimental data for Domain scores (modelled with GP) ranged from 0.9% to 2.9%. The R2 for the LR models was 0.75 for most models (with two exceptions, with one with a value of 0.57 and the other with a value of 0.98). The developed method is scalable and could be used for preliminary and portfolio-level screening at early-stage assessments."
2-s2.0-105006746001,10.3390/buildings15101648,10.3390/buildings15101648,"Climate-Responsive Design of Photovoltaic Façades in Hot Climates: Materials, Technologies, and Implementation Strategies",Buildings,Review,uncertain,mdpi,ok,1833,"With the intensification of global climate change, buildings in hot climate zones face increasing challenges related to high energy consumption and thermal comfort. Building integrated photovoltaic (BIPV) façades, which combine power generation and energy saving potential, require further optimization in their climate-adaptive design. Most existing studies primarily focus on the photoelectric conversion efficiency of PV modules, yet there is a lack of systematic analysis of the coupled effects of temperature, humidity, and solar radiation intensity on PV performance. Moreover, the current literature rarely addresses the regional material degradation patterns, integrated cooling solutions, or intelligent control systems suitable for hot and humid climates. There is also a lack of practical, climate specific design guidelines that connect theoretical technologies with real world applications. This paper systematically reviews BIPV façade design strategies following a climate zoning framework, summarizing research progress from 2019 to 2025 in the areas of material innovation, thermal management, light regulation strategies, and parametric design. A climate responsive strategy is proposed to address the distinct challenges of humid hot and dry hot climates. Finally, this study discusses the barriers and challenges of BIPV system applications in hot climates and highlights future research directions. Unlike previous reviews, this paper offers a multi-dimensional synthesis that integrates climatic classification, material suitability, passive and active cooling strategies, and intelligent optimization technologies. It further provides regionally differentiated recommendations for façade design and outlines a unified framework to guide future research and practical deployment of BIPV systems in hot climates."
2-s2.0-105005752559,10.1145/3706598.3714064,10.1145/3706598.3714064,Manifesting Architectural Subspaces with Two Mobile Robotic Partitions to Facilitate Spontaneous Office Meetings,Conference on Human Factors in Computing Systems Proceedings,Conference Paper,uncertain,other,ok,1059,"Although intended to foster spontaneous interactions among workers, a typical open-plan office layout cannot mitigate visual, acoustic, or privacy-related distractions that originate from unplanned meetings. As office workers often refrain from tackling these issues by manually demarcating or physically relocating to a more suitable subspace that is enclosed by movable partitions, we hypothesise that these subspaces could instead be robotically manifested. This study therefore evaluated the perceived impact of two mobile robotic partitions that were wizarded to jointly manifest an enclosed subspace, to: 1) either ‘mitigate’ or ‘intervene’ in the distractions caused by spontaneous face-to-face or remote meetings; or 2) either ‘gesturally’ or ‘spatially’ nudge a distraction-causing worker to relocate. Our findings suggest how robotic furniture should interact with office workers with and through transient space, and autonomously balance the distractions not only for each individual worker but also for multiple workers sharing the same workspace."
2-s2.0-85214011602,10.1016/j.jobe.2024.111701,10.1016/j.jobe.2024.111701,A review on adaptive and non-adaptive shading devices for sustainable buildings,Journal of Building Engineering,Review,uncertain,elsevier,missing,0,
2-s2.0-105003555631,10.1051/e3sconf/202562401003,10.1051/e3sconf/202562401003,The Importance of Renovation and Renewable Energies for Carbon Neutral Building,E3s Web of Conferences,Conference Paper,uncertain,other,ok,1172,Energy consumption is one of the most crucial factors of sustainability. Our existing building stock is one of the biggest energy consumers in the world and that is why having to focus on the minimization their energy usage. More countries and the E. U. set the goal for carbon neutralization of building sector in the year 2050. The regulations for newly built require them to be buildings can be energy efficient. What should be done with the existing buildings? The paper aims at to look inside the REHOUSE renovation project supported by the European Union. The project offers several innovative renovation packages which can be used during the renovation of old buildings. Some of these packages develop active energy saving proposals such as Multi-sourced heat pumps driven by renewable energy or Smart wall system and Intelligent window. Others offer a passive solution such as the Adaptable dynamic building envelopes and PanoRen facades. All these innovations based on applied science knowledge and use the finite element modelling or other physical science tools. It is expected that the program of energy retrofit renovation will provide more research interest.
2-s2.0-85204870157,10.1016/j.foar.2024.08.002,10.1016/j.foar.2024.08.002,A systematic method of generating hinged tessellations by adding hinged plates based on dual graphs,Frontiers of Architectural Research,Article,include,elsevier,missing,0,
2-s2.0-105003491014,10.3390/designs9020041,10.3390/designs9020041,Review of Dynamic Building Envelope Systems and Technologies Utilizing Renewable Energy Resources,Designs,Review,uncertain,mdpi,ok,2049,"Dynamic building envelopes integrated with renewable energy sources, termed Dynamic and Renewable Source Building Envelopes (DREBE), provide an innovative approach to optimizing building envelope designs. Yet, these systems are not mature enough and not widely adopted in the industry and few literature resources are employed to understand them. These systems dynamically respond and adapt to various environmental, energy, and occupancy demands for higher energy efficiency and comfort levels compared to traditional building envelopes while simultaneously producing energy. Their potential in climate change mitigation and fostering sustainable urban development warrants great attention from industry and urban planners. Especially in positive energy districts, which aim to reach net-positive energy goals through utilizing smart energy efficient building systems on the district level. This paper reviews innovative systems like dynamic photovoltaic shading devices and phase change materials and evaluates their performance by answering two research questions, what are the current DBE trends and are they feasible in achieving net-positive energy consumption? The analysis conducted reveals the dominance of solar-based dynamic renewable energy systems and a great need for alternatives. The study suggests that alternatives like wind as a renewable energy source should be studied with dynamic systems. Moreover, the study highlights current research gaps including insufficient data on long-term application and economic costs associated with such systems. To address this gap, the study suggests exploring in depth some of these systems and then branching into various combinations of dynamic envelope systems with multiple renewable or adaptive components to further enhance the overall building performance. By synthesizing the current body of literature, this paper gives insights into advancing the application of the dynamic building envelope systems and highlights their crucial role in the future of sustainable urban environments."
2-s2.0-85218120860,10.1016/j.buildenv.2025.112724,10.1016/j.buildenv.2025.112724,An integrated adaptive façade system using a glass block filled with phase change material: Cooling energy load and performance enhancement,Building and Environment,Article,uncertain,elsevier,missing,0,
2-s2.0-105002285610,10.3390/buildings15071123,10.3390/buildings15071123,Dynamic Integration of Shading and Ventilation: Novel Quantitative Insights into Building Performance Optimization,Buildings,Article,uncertain,mdpi,ok,1598,"Buildings consume nearly 40% of global energy, necessitating innovative strategies to balance energy efficiency and occupant comfort. While shading and ventilation are critical to sustainable design, they are often studied independently, leaving gaps in understanding their combined potential. This study provides a novel quantitative analysis of dynamic shading and ventilation strategies, using a dataset of 5000 simulations in IDA Indoor Climate and Energy (IDA ICE) to reveal the synergies and trade-offs in building performance. Four distinct scenarios are analyzed: minimal shading and limited ventilation (shading factor S f = 0.0, ACH = 0.5), optimized shading and moderate ventilation ( S f = 0.5, ACH = 1.5), dynamic shading and enhanced ventilation ( S f dynamically adjusted, ACH = 2.5), and high shading with maximum ventilation ( S f = 1.0, ACH = 3.0). The results show a progressive reduction in thermal discomfort, with the predicted percentage dissatisfied (PPD) decreasing from >80% in the first scenario to ~25% in the dynamic scenario and ~15% in the high shading scenario. The energy demand increases by up to 40% in the highest shading scenario, highlighting trade-offs. These findings underscore the importance of dynamically integrating shading and ventilation, providing actionable recommendations such as dynamic shading and night cooling that can reduce discomfort and improve energy efficiency by up to 30%. By bridging the research gaps, this study advances sustainable building design and offers a robust framework for creating energy-efficient, comfortable buildings."
2-s2.0-85214140676,10.1016/j.tws.2024.112886,10.1016/j.tws.2024.112886,Experimental study on harnessing torsion-induced buckling of frames for adaptive shading modules,Thin Walled Structures,Article,uncertain,elsevier,missing,0,
2-s2.0-85213535470,10.1016/j.jobe.2024.111643,10.1016/j.jobe.2024.111643,Energy-efficient building façades: A comprehensive review of innovative technologies and sustainable strategies,Journal of Building Engineering,Review,uncertain,elsevier,missing,0,
2-s2.0-105003462090,10.3390/designs9020031,10.3390/designs9020031,Delta IXI: Deployable Structure with Flax Fibre Pultruded Profiles for Architectural Applications—Case Studies in Furniture and Adaptive Facade Systems,Designs,Article,include,mdpi,ok,1419,"Material selection is essential for advancing sustainability in construction. Biocomposites contribute significantly to raising the awareness of materials derived from biomass. This paper explores the design development and application of novel natural fibre pultruded biocomposite profiles in a deployable system. Development methods include geometrical studies to create a system that transforms from flat to three-dimensional. Physical and digital models were used to refine the geometry, while connection elements were designed to suit material properties and deployability requirements. The first case study, at a furniture scale, demonstrates the use of the profiles connected using threading methods to create a lightweight multifunctional deployable system enabling easy transport and storage. This system can be locked at various heights for different purposes. The realised structure weighs 4 kg, supporting weights up to 150 kg. The second case study applies the system architecturally in an adaptive kinetic facade, adjusting to the sun's position for optimal shading, providing up to 70% daylight when open and as little as 20% when closed. These two structures validate the developed deployable system, showcasing the versatility of biocomposite profiles in such configurations. This approach enhances sustainability in architecture by enabling lightweight, adaptable, and eco-friendly building solutions."
2-s2.0-85217063442,10.1016/j.enbuild.2025.115431,10.1016/j.enbuild.2025.115431,Fully exploiting solar energy with building envelops: Experimental study on an adjustable photovoltaic green facade,Energy and Buildings,Article,uncertain,elsevier,missing,0,
2-s2.0-105001572160,10.1016/j.seta.2025.104297,10.1016/j.seta.2025.104297,Comprehensive performance analysis of semitransparent CdTe PV windows in static and dynamic facades: A real ship case study,Sustainable Energy Technologies and Assessments,Article,uncertain,elsevier,missing,0,
2-s2.0-85212953481,10.1016/j.jobe.2024.111645,10.1016/j.jobe.2024.111645,Investigations for the daylighting performance of trapezoid profile shadings using multi-objective optimization,Journal of Building Engineering,Article,uncertain,elsevier,missing,0,
2-s2.0-86000295890,10.1007/s12273-025-1246-6,10.1007/s12273-025-1246-6,Improving outdoor thermal environmental quality through kinetic canopy empowered by machine learning and control algorithms,Building Simulation,Article,include,springer,ok,1624,"Urban outdoor spaces are vital for our daily lives and activities. However, unlike indoor environments, outdoor spaces are characterized by unpredictable climatic conditions and a lack of mature control over environmental quality. Thus, this study explores the utilization of an intelligent kinetic canopy (KCP) to enhance the quality of the outdoor thermal environment. The KCP was conducted using various technologies, including the Internet of Things, motor automation control, web crawler, simulation, machine learning, optimization algorithms, and kinetic architecture theory. KCP can adjust its own form in real-time according to weather changes and can significantly improve thermal quality in local outdoor spaces. To quantify its ability, the effects of the three algorithms on the Universal Thermal Climate Index (UTCI) values and the associated annual thermal neutral hours on the original open-state site were compared. The control strategy based on genetic algorithms yielded leading performance, achieving 1193 h of annual thermal neutral time increments compared with the original site, approximately 3.3 h daily. Compared with the best static canopy, its neutral period is 696 h longer, or 140% better in creating additional thermally neutral hours. These findings demonstrate the ability of the KCP to further unleash the potential of space design to improve the thermal comfort of outdoor spaces, which broadens the conceptual scope for similar design and research on outdoor spaces and provides architects and designers with insights into specific technical applications and strategies for implementation."
2-s2.0-86000763996,10.35378/gujs.1433809,10.35378/gujs.1433809,"Multi-Objective Optimization of a Folding Kinetic Facade System Proposal for Thermal, Daylight, and Energy Performances",Gazi University Journal of Science,Article,include,other,ok,1644,"Efficient utilization of daylight and energy resources significantly influences the quality of indoor spaces, user comfort, and overall efficiency. This study presents a folding facade proposal through the design alternatives offered by kinetic architecture and parametric design to enhance efficiency. This alternative design method integrates and coordinates the design components simultaneously and makes any intervention easier when compared with traditional design methods. In this context, the method is based on computational models, aiming to find the most efficient design alternative by optimization. The proposed facade design specifically targets an indoor office space within a university. The modular system, integrated into existing windows, facilitates a folding movement. This dynamic feature aims to optimize illumination within the space, effectively controlling daylight without causing disruptions to users. Simultaneously, the design seeks to balance energy consumption and ensure thermal comfort. The results show that it provides a significant improvement over the base case. The proposed kinetic façade system improved indoor thermal comfort by 80.68-98.11% while slightly increasing energy use (4.72% at most). The average improvement in Spatial Daylight Autonomy (sDA) is 34.98%. Although the number of solutions meeting LEED in terms of Annual Solar Exposure (ASE) is small, there is an average improvement of up to 64% compared to the base case. In conclusion, the proposed kinetic facade system proves to be a valuable intervention for enhancing the indoor environment of an office space at Dokuz Eylül University."
2-s2.0-85217028059,10.13189/cea.2025.130204,10.13189/cea.2025.130204,A Multi-objective Optimization for Passive Adaptive Envelope Integrating Smart Materials,Civil Engineering and Architecture,Article,uncertain,other,ok,1713,"Recently, several studies have discussed the concept of kinetic facades that responds to environmental variations such as solar radiation intensity and humidity levels to improve indoor environment quality. Most of these kinetic facades are actively automated; which tend to use sensors and actuators in response to the environmental stimuli. On the contrary, recently, passive adaptive strategies have become an efficient alternative to active-automated strategies. The passive strategies depend on utilizing the passive actuated materials in facade systems design by taking advantage of self-adaptation of the materials' structure in response to environmental variations without using energy. Accordingly, the study argued that using these smart materials in fabricating solar shadings has a positive impact on buildings' energy consumption. However, these shadings may lead to minimizing the Window-to-Wall Ratio, therefore, decreasing the daylight levels inside the space. Therefore, the study aims to present a multi-objective optimization for passive adaptive shadings that integrate smart materials to balance the daylight and solar radiation inside the space. The research goes through three consecutive phases. First, the shading module and building geometry modeling. Second, a multi-objective optimization that aims to generate a set of Pareto-optimal solutions; a set of non-dominated alternatives. Third, a performance comparison between three of the optimal solutions and the base case model without any shading elements. The results show that the optimal solutions can decrease 51-80% of the solar radiation intensity while keeping the illuminance levels at moderate levels inside the office space."
2-s2.0-85212415840,10.1061/JAEIED.AEENG-1705,10.1061/jaeied.aeeng-1705,Utilizing Kinematic Models of Kinetic Facades to Obtain Optimal Natural Lighting in an Office Building,Journal of Architectural Engineering,Article,include,asce,ok,599,"Kinetic facades with various geometric models perform remarkably well in response to changing outdoor conditions. Therefore, their performance in controlling interior daylight could be optimized and balanced. This study examines the receipt of natural light using kinematic models with different movement and geometric patterns for a 90% window-to-wall ratio (WWR) facade that faces cardinal directions in an office building in Tehran. To evaluate daylight reception, 15 kinematic models, which include some of the most well-known ones that have not been studied previously, have been simulated usin"
2-s2.0-105001327613,10.3390/architecture5010012,10.3390/architecture5010012,"Space-Containing Façades: Mediating Environmental, Social, and Urban Dynamics in Collective Housing Design",Architecture,Article,uncertain,mdpi,ok,1631,"In recent decades, architectural design has increasingly shifted its focus from insulated, sealed, and highly technological building envelopes to more responsive façade strategies tailored to local climatic and socio-cultural conditions. This evolution reflects the growing recognition of the façade, not merely as a surface or skin, but as a vital spatial and functional element which responds to rising demands for spatial appropriation, individuality, climate adaptability, and a dynamic relationship between urban and architectural scales. Given its inherent complexity, this approach to façade design requires extensive theoretical and historical exploration, complemented by critical and typological analysis, to address the contradictions inherent in contemporary architecture. This article explores the theoretical and applied dimensions of the space-containing façade, analyzing its precedents, interpretations, and applications within collective housing design. By tracing pivotal developments in twentieth-century architecture, it highlights the transitional role of the façade as a spatial, climatic, and social interface. This combined perspective is framed within broader theoretical discussions, including the tension between tradition and modernity, the interplay between architecture and context, the emergence of bioclimatic design, and shifting notions of privacy. Within this framework, this study seeks to illuminate how housing façades can foster urban engagement and collective living while balancing formal considerations with performance demands to shape more adaptable and sustainable future environments."
2-s2.0-86000285490,10.13189/cea.2025.130239,10.13189/cea.2025.130239,Machine Learning for Adaptive Facade Design: Enhancing Thermal Performance in Urban Architecture,Civil Engineering and Architecture,Article,uncertain,other,ok,1448,"This study explores integrating machine learning models, specifically LightGBM and the Energy Valley Optimizer (EVO), in optimizing building façade designs for enhanced energy efficiency and thermal performance. LightGBM, a gradient boosting model, is utilized to predict thermal behavior and energy consumption by analyzing key architectural parameters such as façade type, orientation, and window-to-wall ratio (WWR). Meanwhile, the Energy Valley Optimizer (EVO), a nature-inspired metaheuristic algorithm, optimizes these parameters to balance energy efficiency with aesthetic and functional design requirements. The study demonstrates significant reductions in energy consumption across various building types, with composite façades achieving up to a 40% decrease in energy use compared to glass and metal alternatives. Optimized WWRs further reduced energy demand by 35 kWh/m² in high-rise offices and 25 kWh/m² in mid-rise residential complexes. Cross-climate analysis highlights the importance of adaptive, region-specific strategies, resulting in 20% to 30% improved energy efficiency in diverse climates. This research contributes a data-driven, climate-responsive framework for early-stage architectural design, bridging aesthetics, functionality, and sustainability. The study supports AI-driven strategies in achieving energy-efficient, high-performance buildings by advancing theoretical understanding and offering practical insights."
2-s2.0-105001114046,10.3390/buildings15060876,10.3390/buildings15060876,Design Optimization Approach for Residential Outdoor Environments Based on Seasonal Variations in Local Thermal Perception,Buildings,Article,uncertain,mdpi,ok,1499,"Outdoor thermal environments significantly influence residents' outdoor activities, yet current urban design often lacks sufficient attention to thermal comfort, and existing design methods remain inadequate. This study addresses these gaps by first demonstrating the crucial impact of outdoor thermal environments on human activity through a combination of field measurements and resident surveys. Using the Yangtze River Delta region as a case study, we propose a set of design optimization strategies based on local residents' thermal perception characteristics. By conducting a quantitative analysis of local residents' thermal perception, this study identifies their seasonal thermal comfort needs and translates these insights into refined outdoor space optimization strategies. The results highlight significant seasonal variations in outdoor thermal preferences, with autumn providing the highest satisfaction, followed by winter and summer. Based on these findings, we propose precision-driven design optimizations that align outdoor spatial configurations with residents' comfort thresholds. Strategies such as dynamic shading arrangements for summer cooling and wind-shielding structures for winter warmth were tailored to actual usage patterns, enhancing the functionality and livability of outdoor spaces. This research offers a data-driven approach to climate-responsive and human-centered residential outdoor space design, providing valuable guidance for urban planners and designers."
2-s2.0-105001090112,10.1177/01436244241306595,10.1177/01436244241306595,A comparison between the impact of dynamic envelope control strategies on the buildings’ smart readiness indicator and modelled performance,Building Services Engineering Research and Technology,Article,uncertain,sage,missing,0,
2-s2.0-105006666309,10.20898/j.iass.2024.013,10.20898/j.iass.2024.013,EVOLVING TENSEGRITY FAÇADE SYSTEMS: COMPUTATIONAL MORPHOGENESIS THROUGH MULTI-STEP OPTIMIZATION AND DIGITAL FABRICATION OF STRUCTURAL MODULES,Journal of the International Association for Shell and Spatial Structures,Article,include,other,missing,0,
2-s2.0-105001124707,10.3390/buildings15060988,10.3390/buildings15060988,Enhancing Daylight and Energy Efficiency in Hot Climate Regions with a Perforated Shading System Using a Hybrid Approach Considering Different Case Studies,Buildings,Article,uncertain,mdpi,ok,1425,"Direct sunlight causes glare and reduces indoor daylight quality, making shading systems essential. This study proposes and validates a perforated shading screen (PSS) to enhance daylighting and energy efficiency. A hybrid approach integrating parametric modeling, machine learning, multi-criteria decision-making (MCDM), and genetic algorithm (GA) is used to optimize the design incorporating architects' preferences. The Analytic Network Process (ANP) is used to assign weights to performance metrics while accounting for interdependencies. The study evaluates PSS performance in three hot climate regions—Cairo, Riyadh, and Kuching—on both south and west elevations, comparing it to traditional fins. Results show that PSS consistently outperforms fins, significantly improving daylight and energy performance. The Useful Daylight Illuminance (UDI) increased by up to 105.32%, Continuous Daylight Autonomy (CDA) by up to 11.87%, while Annual Solar Exposure (ASE), Solar Gain (SG), and Energy Use Intensity (EUI) were reduced by up to 100%, 88.07%, and 45.2%, respectively. To validate the findings, the optimal PSS design from a selected case study was 3D-printed and experimentally tested. Results confirmed enhanced daylight distribution and reduced glare, improving occupant comfort. The proposed PSS offers an effective shading solution adaptable to various climates, balancing daylighting needs and energy efficiency."
2-s2.0-86000503421,10.3390/su17052116,10.3390/su17052116,A Smart Roller Shutters Control for Enhancing Thermal Comfort and Sustainable Energy Efficiency in Office Buildings,Sustainability Switzerland,Article,uncertain,mdpi,ok,1407,"This work focuses on the impact of different types of glazing and the dynamic control of shading using roller shutters on the thermal comfort and energy consumption of office buildings. Shading systems control is based on solar radiation and outdoor temperature during the winter period adapted to the Algerian climatic context. The main objective is to evaluate the efficiency of different control strategies in reducing heating demands and CO2 emissions. The research was conducted experimentally and numerically using TRNSYS 17 (Transient System Simulation Program). A validation was done of the prototype office building and then a parametric study aimed at verifying the influence of various parameters, including glazing type, climate, and the proposed shading scenarios based on temperature or solar radiation on both energy demand and thermal comfort. Different scenarios were proposed to reduce energy consumption and environmental impact. The obtained results demonstrate that shading systems are beneficial even in winter and highlight the effectiveness of controlling shutters based on solar radiation compared to temperature control for the different studied regions for a standard building. This approach achieves reductions of up to 21% for energy consumption, along with a significant decrease in carbon footprint, contributing to the sustainability of energy management in office buildings."
2-s2.0-85215966151,10.1016/j.solener.2025.113306,10.1016/j.solener.2025.113306,Thermo-responsive hydrogel-based building envelopes for building energy-saving,Solar Energy,Article,uncertain,elsevier,missing,0,
2-s2.0-85217044784,10.1016/j.tsep.2025.103336,10.1016/j.tsep.2025.103336,Assessing the thermal performance of building walls containing eco-friendly composite materials: A combined numerical and simulation approach,Thermal Science and Engineering Progress,Article,uncertain,elsevier,missing,0,
2-s2.0-105001160974,10.3390/en18061402,10.3390/en18061402,Thermal Performance Evaluation of a Retrofitted Building with Adaptive Composite Energy-Saving Facade Systems,Energies,Article,uncertain,mdpi,ok,1999,"A possible way to solve the problem of energy saving in construction is to introduce energy-efficient buildings at the design stage and, in particular, during retrofit. Therefore, the purpose of this study is to conduct a theoretical analysis of thermal resistance and energy loads on a building in cold climatic conditions. The study of these values was carried out in the ANSYS software package and the Maple computer algebra system, respectively. This study examines four types of structures: the existing facade of a building constructed in 1966, a traditional ventilated facade, and two designs featuring alternating insulation layers with enclosed air channels and with or without heat-reflecting screens in the insulation layer. The results of this study show that the new design incorporating heat-reflecting screens in the insulation layer is 1.15 times more energy-efficient in terms of thermal resistance than the proposed design without such screens. The effectiveness of the proposed new design with heat-reflecting screens in the insulation layer is also confirmed through an analysis of the thermal protection of the building, where the auxiliary indicators, specific characteristics, and complex values of energy efficiency and energy load of the building show greater efficiencies of 1.6, 1.03, and 1.05 times, respectively, compared to the other studied structures. The comprehensive research results presented in this study indicate that the use of energy-efficient wall structures for the retrofit of external enclosures can significantly improve the thermal performance of buildings. It was also determined that the use of such wall structures can significantly enhance the building's overall energy efficiency rating. The findings of this study highlight that the proposed solutions can contribute to significant energy savings in buildings, while the newly developed structures can serve as valuable additions to the existing catalog of energy-efficient external wall designs."
2-s2.0-105003105190,10.1007/s11012-024-01802-5,10.1007/s11012-024-01802-5,Hybrid origami-linkage vaulted deployable structures: parametric development and form-finding,Meccanica,Article,uncertain,springer,ok,1320,"The demand for adaptable structures is steadily increasing in contemporary architectural practice. Deployable structures, characterized by their flexibility and versatility, offer innovative solutions across demanding engineering and architectural contexts. Among the various types of deployable structures, two main categories emerge: lattice deployable structures and continuous surface deployable structures. This paper explores the creation of hybrid deployable vaulted structures by incorporating kinetic elements from both deployable structure categories. A combination of rigid thick origami surfaces and retractable structural frames composed of four-bar and scissor-hinged linkages is examined, while both direct and inverse design methodologies are explored. To facilitate the parameterization and kinematic study of the proposed structures, an algorithm is developed within the Rhino Grasshopper visual programming environment, which is then utilized for form-finding and design optimization of the generated deployable vaults. The present study aims to contribute to the evolution of lightweight, kinetic elements for versatile architectural applications. The proposed hybrid deployable structures are designed to adjust to evolving spatial and functional requirements while maintaining structural integrity."
2-s2.0-86000190113,10.1364/OL.550391,10.1364/ol.550391,Blind signal reconstruction for continuous-time photonic time-stretch analog-to-digital converters,Optics Letters,Article,uncertain,other,ok,804,"Here, we propose a blind signal reconstruction scheme for continuous-time photonic time stretch (CT-PTS) analog-to-digital converters (ADCs). The dynamic envelope extraction is realized online through low-pass filtering avoiding the effect of system parameter fluctuation. Channel mismatch is blindly corrected by processing the overlapping segments between adjacent channels using the least mean squares algorithm. The proposed scheme is experimentally validated on a four-channel CT-PTS ADC. The spurious free dynamic range of the CT-PTS ADC has a more than 10.9 dB improvement after mismatch correction. Frequency measurement with an error of less than ±7 MHz is achieved in the frequency range of 1 GHz to 26.25 GHz. A 10 MHz frequency resolution is also validated through a dual-tone test at 10 GHz."
2-s2.0-105000761001,10.1063/5.0258553,10.1063/5.0258553,Tunable foil pneu: A concept study on kinetic shading systems for climate-sensitive building envelopes,Aip Conference Proceedings,Conference Paper,include,other,ok,1967,"Climate-sensitive building skins adapt to weather changes, control incoming sunlight and moderate heat transfer between in- and outdoor spaces. ETFE foil is a material that allows engineering building envelopes with these functionalities. While lightweight, flexible, and highly transparent, it can also be equipped with air-controlled switchable features for solar control. Dual mode switching mechanisms have been shown to reduce buildings' energy consumption for heating, cooling and improving daylight performance. However, they do not perform equally well in different climates and weather conditions. A gradual shading system would adapt more efficiently to environmental changes on a wider range, increasing daylighting hours and reducing building energy consumption even further. Therefore, this paper reports on a concept study developing a tunable shading mechanism for inflated foil cushions, aiming to perform more climate-sensitive than previous systems. The study proposes reversible transformations of inflated foil layer systems as a conceptual basis for novel shading mechanisms, relying on previous discoveries in the field. The anticipated challenge resides in detailing a flexible edge profile that allows the dynamic transformation of the air-operated shading element. The methods employed include form-finding techniques, parametric 3D modelling, 3D printing and scanning, experimental testing measuring the shading performance of a scaled mock-up. The preliminary results provided enough data for a proof of concept and showed that 3D printed flexure springs could enable reversible shape transformations of flat patterned foil cushions that would allow for tunable shading mechanisms. The results support the project's overall goal to advance current adaptive technologies for ETFE constructions and thereby contribute to the development of sensitive building skins that will enhance the comfort conditions and energy performance of buildings."
2-s2.0-85214505558,10.1016/j.buildenv.2024.112409,10.1016/j.buildenv.2024.112409,User interaction with smart glazing: Effect of switching speed under overcast sky condition,Building and Environment,Article,uncertain,elsevier,missing,0,
2-s2.0-85209902839,10.1016/j.tws.2024.112739,10.1016/j.tws.2024.112739,Design and photothermal coupling analysis of Kresling origami-based intelligent dynamic shading system,Thin Walled Structures,Article,include,elsevier,missing,0,
2-s2.0-85218453876,10.3390/buildings15040578,10.3390/buildings15040578,Technical Review of Solar Distribution Calculation Methods: Enhancing Simulation Accuracy for High-Performance and Sustainable Buildings,Buildings,Review,uncertain,mdpi,ok,1489,"Solar energy utilization in buildings can significantly contribute to energy savings and enhance on-site energy production. However, excessive solar gains may lead to overheating, thereby increasing cooling demands. Accurate calculation of sunlit and shaded areas is essential for optimizing solar technologies and improving the precision of building energy simulations. This paper provides a review of the solar shading calculation methods used in building performance simulation (BPS) tools, focusing on the progression from basic trigonometric models to advanced techniques such as projection and clipping (PgC) and pixel counting (PxC). These advancements have improved the accuracy and efficiency of solar shading simulations, enhancing energy performance and occupant comfort. As building designs evolve and adaptive shading systems become more common, challenges remain in ensuring that these methods can handle complex geometries and dynamic solar exposure. The PxC method, leveraging modern GPUs and parallel computing, offers a solution by providing real-time high-resolution simulations, even for irregular, non-convex surfaces. This ability to handle continuous updates positions PxC as a key tool for next-generation building energy simulations, ensuring that shading systems can adjust to changing solar conditions. Future research could focus on integrating appropriate modeling approaches with AI technologies to enhance accuracy, reliability, and computational efficiency."
2-s2.0-85218636726,10.3390/en18040918,10.3390/en18040918,A Review of Artificial Intelligence Applications in Architectural Design: Energy-Saving Renovations and Adaptive Building Envelopes,Energies,Review,uncertain,mdpi,ok,1117,"This paper explores the applications and impacts of artificial intelligence (AI) in building envelopes and interior space design. The relevant literature was searched using databases such as Science Direct, Web of Science, Scopus, and CNKI, and 89 studies were selected for analysis based on the PRISMA protocol. This paper first analyzes the role of AI in transforming architectural design methods, particularly its different roles in the auxiliary, collaborative, and leading design processes. It then discusses AI's applications in the energy-efficient renovation of building envelopes, smart façade design for cold climate buildings, and thermal imaging detection. Furthermore, this paper summarizes AI-based interior space environment design methods, covering the current state of research, applications, impacts, and challenges both domestically and internationally. Finally, this paper looks ahead to the broad prospects for AI technology in the architecture and interior design fields while addressing the challenges related to the integration of personalized design and environmental sustainability concepts."
